prefix,country_alpha2,carrier_id,carrier_name,length
10,US,Cingular_Wir,Cingular Wir,
1100,US,ATTUSAFN,ATTUSAFN,
1150,US,Cingular_Wir,Cingular Wir,
1160,US,TmobileUSA,TmobileUSA,
1170,US,AT-T_MARITIM,AT-T MARITIM,
120,US,UnionFone,UnionFone,
1200,US,TmobileUSA,TmobileUSA,
1204,CA,Fido_Solutio,Fido Solutio,
120623,US,TmobileUSA,TmobileUSA,
120631,US,TmobileUSA,TmobileUSA,
1208,US,UnionFone,UnionFone,
1208597,US,AT&T_Wireles,AT&T Wireles,
12085978,US,ATTUSACC,ATTUSACC,
12085979,US,ATTUSAFN,ATTUSAFN,
120990,US,TmobileUSA,TmobileUSA,
1209904,US,AT&T_Wireles,AT&T Wireles,
1226,CA,Telus,Telus,
1230,US,TmobileUSA,TmobileUSA,
1231203,US,Cingular_Wir,Cingular Wir,
1240,US,TmobileUSA,TmobileUSA,
1240449,US,ATTAAZUS,ATTAAZUS,
1242357,BS,batelco,BaTelCo,10
1242359,BS,batelco,BaTelCo,10
1242375,BS,batelco,BaTelCo,10
1242376,BS,batelco,BaTelCo,10
1242395,BS,batelco,BaTelCo,10
1242421,BS,batelco,BaTelCo,10
1242422,BS,batelco,BaTelCo,10
1242423,BS,batelco,BaTelCo,10
1242424,BS,batelco,BaTelCo,10
1242425,BS,batelco,BaTelCo,10
1242426,BS,batelco,BaTelCo,10
1242427,BS,batelco,BaTelCo,10
1242428,BS,batelco,BaTelCo,10
1242429,BS,batelco,BaTelCo,10
1242431,BS,batelco,BaTelCo,10
1242432,BS,batelco,BaTelCo,10
1242433,BS,batelco,BaTelCo,10
1242434,BS,batelco,BaTelCo,10
1242435,BS,batelco,BaTelCo,10
1242436,BS,batelco,BaTelCo,10
1242437,BS,batelco,BaTelCo,10
1242438,BS,batelco,BaTelCo,10
1242439,BS,batelco,BaTelCo,10
1242441,BS,batelco,BaTelCo,10
1242442,BS,batelco,BaTelCo,10
1242443,BS,batelco,BaTelCo,10
1242445,BS,batelco,BaTelCo,10
1242446,BS,batelco,BaTelCo,10
1242447,BS,batelco,BaTelCo,10
1242448,BS,batelco,BaTelCo,10
1242449,BS,batelco,BaTelCo,10
1242451,BS,batelco,BaTelCo,10
1242452,BS,batelco,BaTelCo,10
1242453,BS,batelco,BaTelCo,10
1242454,BS,batelco,BaTelCo,10
1242455,BS,batelco,BaTelCo,10
1242456,BS,batelco,BaTelCo,10
1242457,BS,batelco,BaTelCo,10
1242458,BS,batelco,BaTelCo,10
1242462,BS,batelco,BaTelCo,10
1242463,BS,batelco,BaTelCo,10
1242464,BS,batelco,BaTelCo,10
1242465,BS,batelco,BaTelCo,10
1242466,BS,batelco,BaTelCo,10
1242467,BS,batelco,BaTelCo,10
1242468,BS,batelco,BaTelCo,10
124247,BS,batelco,BaTelCo,10
1242481,BS,batelco,BaTelCo,10
1242524,BS,batelco,BaTelCo,10
1242525,BS,batelco,BaTelCo,10
1242533,BS,batelco,BaTelCo,10
1242535,BS,batelco,BaTelCo,10
1242544,BS,batelco,BaTelCo,10
1242551,BS,batelco,BaTelCo,10
1242552,BS,batelco,BaTelCo,10
1242553,BS,batelco,BaTelCo,10
1242554,BS,batelco,BaTelCo,10
1242556,BS,batelco,BaTelCo,10
1242557,BS,batelco,BaTelCo,10
1242558,BS,batelco,BaTelCo,10
1242559,BS,batelco,BaTelCo,10
1242565,BS,batelco,BaTelCo,10
1242577,BS,batelco,BaTelCo,10
1242636,BS,batelco,BaTelCo,10
1242646,BS,batelco,BaTelCo,10
1242727,BS,batelco,BaTelCo,10
1242738,BS,aliv,aliv,10
1242801,BS,aliv,aliv,10
1242802,BS,aliv,aliv,10
1242803,BS,aliv,aliv,10
1242804,BS,aliv,aliv,10
1242805,BS,aliv,aliv,10
1242806,BS,aliv,aliv,10
1242807,BS,aliv,aliv,10
1242808,BS,aliv,aliv,10
1242809,BS,aliv,aliv,10
1242810,BS,aliv,aliv,10
1242812,BS,aliv,aliv,10
1242813,BS,aliv,aliv,10
1242814,BS,aliv,aliv,10
1242815,BS,aliv,aliv,10
1242816,BS,aliv,aliv,10
1242817,BS,aliv,aliv,10
1242818,BS,aliv,aliv,10
1242819,BS,aliv,aliv,10
124282,BS,aliv,aliv,10
1242830,BS,aliv,aliv,10
1242831,BS,aliv,aliv,10
1242832,BS,aliv,aliv,10
1242833,BS,aliv,aliv,10
1242834,BS,aliv,aliv,10
1242889,BS,aliv,aliv,10
1242899,BS,aliv,aliv,10
124623,BB,cable_wireless,Cable & Wireless,10
1246240,BB,cable_wireless,Cable & Wireless,10
1246241,BB,cable_wireless,Cable & Wireless,10
1246242,BB,cable_wireless,Cable & Wireless,10
1246243,BB,cable_wireless,Cable & Wireless,10
1246244,BB,cable_wireless,Cable & Wireless,10
1246245,BB,cable_wireless,Cable & Wireless,10
1246247,BB,cable_wireless,Cable & Wireless,10
1246248,BB,cable_wireless,Cable & Wireless,10
1246249,BB,cable_wireless,Cable & Wireless,10
1246250,BB,cable_wireless,Cable & Wireless,10
1246251,BB,cable_wireless,Cable & Wireless,10
1246252,BB,cable_wireless,Cable & Wireless,10
1246253,BB,cable_wireless,Cable & Wireless,10
1246254,BB,cable_wireless,Cable & Wireless,10
1246255,BB,cable_wireless,Cable & Wireless,10
1246256,BB,digicel,Digicel,10
1246257,BB,digicel,Digicel,10
1246258,BB,digicel,Digicel,10
1246259,BB,digicel,Digicel,10
124626,BB,digicel,Digicel,10
124628,BB,cable_wireless,Cable & Wireless,10
1246352,BB,cable_wireless,Cable & Wireless,10
1246353,BB,cable_wireless,Cable & Wireless,10
1246354,BB,cable_wireless,Cable & Wireless,10
1246355,BB,cable_wireless,Cable & Wireless,10
1246356,BB,cable_wireless,Cable & Wireless,10
1246357,BB,cable_wireless,Cable & Wireless,10
1246358,BB,cable_wireless,Cable & Wireless,10
1246359,BB,cable_wireless,Cable & Wireless,10
1246360,BB,cable_wireless,Cable & Wireless,10
1246361,BB,cable_wireless,Cable & Wireless,10
1246362,BB,cable_wireless,Cable & Wireless,10
1246363,BB,cable_wireless,Cable & Wireless,10
1246364,BB,cable_wireless,Cable & Wireless,10
1246365,BB,cable_wireless,Cable & Wireless,10
1246366,BB,cable_wireless,Cable & Wireless,10
1246446,BB,neptune,Neptune Communications,10
124645,BB,sunbeach_communications,Sunbeach Communications,10
12465211,BB,digicel,Digicel,10
12465214,BB,lime,LIME,10
12465217,BB,kw,KW Telecommunications,10
12465220,BB,ozone,Ozone,10
1246695,BB,ozone,Ozone,10
1246696,BB,ozone,Ozone,10
1246697,BB,ozone,Ozone,10
124682,BB,digicel,Digicel,10
124683,BB,digicel,Digicel,10
124684,BB,digicel,Digicel,10
124685,BB,digicel,Digicel,10
1246883,BB,digicel,Digicel,10
1249,CA,Eastlink,Eastlink,
1260,US,TmobileUSA,TmobileUSA,
1264469,AI,cable_wireless,Cable & Wireless,10
1264536,AI,weblinks_limited,Weblinks Limited,10
1264537,AI,weblinks_limited,Weblinks Limited,10
1264538,AI,weblinks_limited,Weblinks Limited,10
1264539,AI,weblinks_limited,Weblinks Limited,10
1264581,AI,digicel,Digicel,10
1264582,AI,digicel,Digicel,10
1264583,AI,digicel,Digicel,10
1264584,AI,digicel,Digicel,10
1264729,AI,cable_wireless,Cable & Wireless,10
1264772,AI,cable_wireless,Cable & Wireless,10
1268713,AG,digicel,Digicel,10
1268714,AG,digicel,Digicel,10
1268715,AG,digicel,Digicel,10
1268716,AG,digicel,Digicel,10
1268717,AG,digicel,Digicel,10
1268718,AG,digicel,Digicel,10
1268719,AG,digicel,Digicel,10
1268720,AG,digicel,Digicel,10
1268721,AG,digicel,Digicel,10
1268722,AG,digicel,Digicel,10
1268724,AG,digicel,Digicel,10
1268725,AG,digicel,Digicel,10
1268726,AG,digicel,Digicel,10
1268727,AG,apua,APUA,10
1268729,AG,apua,APUA,10
1268730,AG,apua,APUA,10
1268732,AG,digicel,Digicel,10
1268734,AG,digicel,Digicel,10
1268736,AG,digicel,Digicel,10
1268773,AG,apua,APUA,10
1268774,AG,apua,APUA,10
1268775,AG,apua,APUA,10
1268780,AG,apua,APUA,10
1268781,AG,apua,APUA,10
1268783,AG,digicel,Digicel,10
1268785,AG,digicel,Digicel,10
1268787,AG,cable_wireless,Cable & Wireless,10
1268788,AG,digicel,Digicel,10
1280,US,ATTUSAMF,ATTUSAMF,
1284245,VG,cable_wireless,Cable & Wireless,10
1284300,VG,digicel,Digicel,10
1284340,VG,digicel,Digicel,10
1284341,VG,digicel,Digicel,10
1284342,VG,digicel,Digicel,10
1284343,VG,digicel,Digicel,10
1284344,VG,digicel,Digicel,10
1284345,VG,digicel,Digicel,10
1284346,VG,digicel,Digicel,10
1284347,VG,digicel,Digicel,10
1284368,VG,digicel,Digicel,10
1284393,VG,digicel,Digicel,10
1284394,VG,digicel,Digicel,10
1284440,VG,cct,CCT,10
1284441,VG,cct,CCT,10
1284442,VG,cct,CCT,10
1284443,VG,cct,CCT,10
1284444,VG,cct,CCT,10
1284445,VG,cct,CCT,10
1284446,VG,cct,CCT,10
12844689,VG,cct,CCT,10
1284496,VG,cct,CCT,10
1284499,VG,cct,CCT,10
1284546,VG,cable_wireless,Cable & Wireless,10
1284568,VG,cable_wireless,Cable & Wireless,10
1284596,VG,cable_wireless,Cable & Wireless,10
1284599,VG,cable_wireless,Cable & Wireless,10
1289,CA,Rogers,Rogers,
130,US,ATTUSACC,ATTUSACC,
130333,US,TmobileUSA,TmobileUSA,
1304777,US,AT-T_MARITIM,AT-T MARITIM,
1306,CA,Rogers,Rogers,
1307,US,UnionFone,UnionFone,
1310,US,TmobileUSA,TmobileUSA,
1312314,US,ATTUSACC,ATTUSACC,
1320334,US,Cingular_Wir,Cingular Wir,
1330531,US,AT-T_MARITIM,AT-T MARITIM,
133433,US,TmobileUSA,TmobileUSA,
1340423,VI,vitelcom_cellular,Vitelcom Cellular,10
1340444,VI,gigsky_mobile,GIGSKY Mobile,10
1340725,VI,vitelcom_cellular,Vitelcom Cellular,10
1345321,KY,digicel,Digicel,10
1345322,KY,digicel,Digicel,10
1345323,KY,digicel,Digicel,10
1345324,KY,digicel,Digicel,10
1345325,KY,digicel,Digicel,10
1345326,KY,digicel,Digicel,10
1345327,KY,digicel,Digicel,10
1345328,KY,digicel,Digicel,10
1345329,KY,digicel,Digicel,10
1345420,KY,digicel,Digicel,10
1345421,KY,digicel,Digicel,10
1345422,KY,digicel,Digicel,10
1345423,KY,digicel,Digicel,10
1345424,KY,digicel,Digicel,10
1345516,KY,digicel,Digicel,10
1345517,KY,digicel,Digicel,10
1345525,KY,digicel,Digicel,10
1345526,KY,digicel,Digicel,10
1345527,KY,digicel,Digicel,10
1345529,KY,digicel,Digicel,10
1345546,KY,digicel,Digicel,10
1345547,KY,digicel,Digicel,10
1345548,KY,digicel,Digicel,10
1345549,KY,digicel,Digicel,10
1345550,KY,digicel,Digicel,10
1345649,KY,digicel,Digicel,10
1345825,KY,logic,Logic Communications,10
1345826,KY,logic,Logic Communications,10
1345919,KY,cable_wireless,Cable & Wireless,10
1345930,KY,lime,LIME,10
1345936,KY,cable_wireless,Cable & Wireless,10
1345937,KY,cable_wireless,Cable & Wireless,10
1345938,KY,cable_wireless,Cable & Wireless,10
1345939,KY,cable_wireless,Cable & Wireless,10
1345990,KY,cable_wireless,Cable & Wireless,10
1360339,US,AT-T_Mobile,AT-T Mobile,
1370,CA,Fido_Solutio,Fido Solutio,
1380,US,AT&T_Wireles,AT&T Wireles,
1403,CA,Telus,Telus,
140445,US,TmobileUSA,TmobileUSA,
1404725,US,AT-T_Mobile,AT-T Mobile,
1404726,US,ATTUSAFN,ATTUSAFN,
140541,US,TmobileUSA,TmobileUSA,
140547,US,TmobileUSA,TmobileUSA,
1410,US,AT-T_MARITIM,AT-T MARITIM,
1416,CA,Telus,Telus,
1418,CA,Telus,Telus,
1420,US,Cincinnati_B,Cincinnati B,
1435,US,UnionFone,UnionFone,
1438,CA,Rogers,Rogers,
1438580,CA,Telus,Telus,
1440,US,ATTAAZUS,ATTAAZUS,
14412,BM,cellular_one,Cellular One,10
14413,BM,mobility,Mobility,10
144150,BM,digicel_bermuda,Digicel Bermuda,10
144151,BM,digicel_bermuda,Digicel Bermuda,10
144152,BM,digicel_bermuda,Digicel Bermuda,10
144153,BM,digicel_bermuda,Digicel Bermuda,10
144159,BM,digicel_bermuda,Digicel Bermuda,10
14417,BM,cellular_one,Cellular One,10
14418,BM,cellular_one,Cellular One,10
144190,BM,paradise_mobile,Paradise Mobile,10
144192,BM,deltronics,Deltronics,10
1450,CA,Telus,Telus,
146923,US,TmobileUSA,TmobileUSA,
1473402,GD,affordable_island_communications,Affordable Island Communications,10
1473410,GD,digicel_grenada,Digicel Grenada,10
1473414,GD,digicel_grenada,Digicel Grenada,10
1473415,GD,digicel_grenada,Digicel Grenada,10
1473416,GD,digicel_grenada,Digicel Grenada,10
1473417,GD,digicel_grenada,Digicel Grenada,10
1473418,GD,digicel_grenada,Digicel Grenada,10
1473419,GD,digicel_grenada,Digicel Grenada,10
1473420,GD,digicel_grenada,Digicel Grenada,10
1473421,GD,digicel_grenada,Digicel Grenada,10
1473422,GD,digicel_grenada,Digicel Grenada,10
1473423,GD,digicel_grenada,Digicel Grenada,10
1473424,GD,digicel_grenada,Digicel Grenada,10
1473425,GD,digicel_grenada,Digicel Grenada,10
1473449,GD,cw,C&W,10
1473456,GD,cw,C&W,10
1473520,GD,affordable_island_communications,Affordable Island Communications,10
1473521,GD,affordable_island_communications,Affordable Island Communications,10
1473533,GD,aws_grenada,AWS Grenada,10
1473534,GD,aws_grenada,AWS Grenada,10
1473535,GD,aws_grenada,AWS Grenada,10
1473536,GD,aws_grenada,AWS Grenada,10
1473537,GD,aws_grenada,AWS Grenada,10
1473538,GD,aws_grenada,AWS Grenada,10
1473901,GD,affordable_island_communications,Affordable Island Communications,10
1490,US,TmobileUSA,TmobileUSA,
150351,US,TmobileUSA,TmobileUSA,
150545,US,TmobileUSA,TmobileUSA,
1506,CA,Telus,Telus,
151255,US,TmobileUSA,TmobileUSA,
1513240,US,Cincinnati_B,Cincinnati B,
1514,CA,Rogers,Rogers,
151577,US,TmobileUSA,TmobileUSA,
1519,CA,Rogers,Rogers,
154084893,US,AT-T_Mobile,AT-T Mobile,
1541287,US,AT-T_MARITIM,AT-T MARITIM,
156227,US,TmobileUSA,TmobileUSA,
1580,US,TmobileUSA,TmobileUSA,
1581,CA,Telus,Telus,
1587,CA,Rogers,Rogers,
1587580,CA,Telus,Telus,
1587588,CA,Telus,Telus,
1604,CA,Rogers,Rogers,
1605408,US,AT-T_MARITIM,AT-T MARITIM,
1613,CA,Telus,Telus,
1636384,US,AT&T_Wireles,AT&T Wireles,
1639,CA,Sasktel,Sasktel,
164662,US,TmobileUSA,TmobileUSA,
1647,CA,Telus,Telus,
16472137,CA,Telus,Telus,
16472138,CA,Telus,Telus,
16472139,CA,Telus,Telus,
1647580,CA,Telus,Telus,
1649231,TC,cw,C&W,10
1649232,TC,cw,C&W,10
1649239,TC,cw,C&W,10
1649241,TC,cable_wireless,Cable & Wireless,10
1649242,TC,cable_wireless,Cable & Wireless,10
1649243,TC,cable_wireless,Cable & Wireless,10
1649244,TC,cable_wireless,Cable & Wireless,10
1649245,TC,cable_wireless,Cable & Wireless,10
1649246,TC,cable_wireless,Cable & Wireless,10
1649247,TC,cable_wireless,Cable & Wireless,10
1649249,TC,cable_wireless,Cable & Wireless,10
16493,TC,digicel,Digicel,10
1649431,TC,islandcom,Islandcom,10
1649432,TC,islandcom,Islandcom,10
1649433,TC,islandcom,Islandcom,10
1658295,JM,cable_wireless,Cable & Wireless,10
1659200,US,onvoy,Onvoy,10
1659222,US,onvoy,Onvoy,10
1659300,US,onvoy,Onvoy,10
1659400,US,onvoy,Onvoy,10
1659444,US,onvoy,Onvoy,10
1659500,US,onvoy,Onvoy,10
1659529,US,fractel,Fractel,10
1659600,US,onvoy,Onvoy,10
1659666,US,onvoy,Onvoy,10
1659766,US,fractel,Fractel,10
1659777,US,onvoy,Onvoy,10
1659800,US,onvoy,Onvoy,10
1659888,US,fractel,Fractel,10
1659900,US,onvoy,Onvoy,10
1659999,US,onvoy,Onvoy,10
1660,US,TmobileUSA,TmobileUSA,
1664349,MS,cable_wireless,Cable & Wireless,10
1664391,MS,digicel,Digicel,10
1664392,MS,digicel,Digicel,10
1664393,MS,digicel,Digicel,10
1664394,MS,digicel,Digicel,10
1664395,MS,digicel,Digicel,10
1664396,MS,digicel,Digicel,10
1670284,MP,pti_pacifica,PTI PACIFICA,10
1671480,GU,gta,GTA,10
1671482,GU,gta,GTA,10
1671483,GU,gta,GTA,10
1671485,GU,gta,GTA,10
1671486,GU,gta,GTA,10
1671487,GU,gta,GTA,10
1671488,GU,gta,GTA,10
1671489,GU,gta,GTA,10
1671747,GU,pti_pacifica,PTI PACIFICA,10
1671838,GU,i_can_gsm,i CAN_GSM,10
1671848,GU,i_can_gsm,i CAN_GSM,10
1671858,GU,i_can_gsm,i CAN_GSM,10
1671864,GU,gta,GTA,10
1671867,GU,gta,GTA,10
1671868,GU,choice_phone,Choice Phone,10
1671878,GU,choice_phone,Choice Phone,10
1671888,GU,choice_phone,Choice Phone,10
1671898,GU,choice_phone,Choice Phone,10
1678667,US,ATTUSACC,ATTUSACC,
16787618,US,ATTUSAPB,ATTUSAPB,
1684248,AS,astca,ASTCA,10
1684252,AS,blue_sky,Blue Sky,10
1684254,AS,blue_sky,Blue Sky,10
1684256,AS,blue_sky,Blue Sky,10
1684258,AS,blue_sky,Blue Sky,10
1684272,AS,blue_sky,Blue Sky,10
1684276,AS,blue_sky,Blue Sky,10
1684731,AS,astca,ASTCA,10
1684733,AS,astca,ASTCA,10
1684770,AS,astca,ASTCA,10
1684782,AS,astca,ASTCA,10
170434,US,TmobileUSA,TmobileUSA,
1704410,US,ATTUSAMF,ATTUSAMF,
1704502,US,Cingular_Wir,Cingular Wir,
1705,CA,Rogers,Rogers,
1709,CA,Rogers,Rogers,
171720,US,TmobileUSA,TmobileUSA,
1720,CA,Rogers,Rogers,
1758284,LC,cable_wireless,Cable & Wireless,10
1758285,LC,cable_wireless,Cable & Wireless,10
1758286,LC,cable_wireless,Cable & Wireless,10
1758287,LC,cable_wireless,Cable & Wireless,10
1758384,LC,cable_wireless,Cable & Wireless,10
1758460,LC,cable_wireless,Cable & Wireless,10
1758461,LC,cable_wireless,Cable & Wireless,10
1758484,LC,cable_wireless,Cable & Wireless,10
1758485,LC,cable_wireless,Cable & Wireless,10
1758486,LC,cable_wireless,Cable & Wireless,10
1758487,LC,cable_wireless,Cable & Wireless,10
1758488,LC,cable_wireless,Cable & Wireless,10
1758489,LC,cable_wireless,Cable & Wireless,10
1758518,LC,digicel,Digicel,10
1758519,LC,digicel,Digicel,10
1758520,LC,digicel,Digicel,10
1758584,LC,cable_wireless,Cable & Wireless,10
1758712,LC,digicel,Digicel,10
1758713,LC,digicel,Digicel,10
1758714,LC,digicel,Digicel,10
1758715,LC,digicel,Digicel,10
1758716,LC,digicel,Digicel,10
1758717,LC,digicel,Digicel,10
1758718,LC,digicel,Digicel,10
1758719,LC,digicel,Digicel,10
175872,LC,digicel,Digicel,10
1758730,LC,digicel,Digicel,10
1758731,LC,digicel,Digicel,10
1758732,LC,digicel,Digicel,10
1758733,LC,digicel,Digicel,10
1758812,LC,digicel,Digicel,10
1767225,DM,cable_wireless,Cable & Wireless,10
1767235,DM,cable_wireless,Cable & Wireless,10
1767245,DM,cable_wireless,Cable & Wireless,10
1767265,DM,cable_wireless,Cable & Wireless,10
1767275,DM,cable_wireless,Cable & Wireless,10
1767276,DM,cable_wireless,Cable & Wireless,10
1767277,DM,cable_wireless,Cable & Wireless,10
1767285,DM,cable_wireless,Cable & Wireless,10
1767295,DM,cable_wireless,Cable & Wireless,10
1767315,DM,digicel,Digicel,10
1767316,DM,digicel,Digicel,10
1767317,DM,digicel,Digicel,10
1767611,DM,digicel,Digicel,10
1767612,DM,digicel,Digicel,10
1767613,DM,digicel,Digicel,10
1767614,DM,digicel,Digicel,10
1767615,DM,digicel,Digicel,10
1767616,DM,digicel,Digicel,10
1767617,DM,digicel,Digicel,10
1767618,DM,digicel,Digicel,10
1767704,DM,digicel,Digicel,10
1767705,DM,digicel,Digicel,10
1767706,DM,digicel,Digicel,10
1778,CA,Rogers,Rogers,
1778580,CA,Telus,Telus,
1780,CA,Rogers,Rogers,
1782,CA,Eastlink,Eastlink,
1784430,VC,att,AT&T,10
1784431,VC,att,AT&T,10
1784432,VC,att,AT&T,10
1784433,VC,digicel,Digicel,10
1784434,VC,digicel,Digicel,10
1784435,VC,digicel,Digicel,10
1784454,VC,cable_wireless,Cable & Wireless,10
1784455,VC,cable_wireless,Cable & Wireless,10
1784489,VC,cable_wireless,Cable & Wireless,10
1784490,VC,cable_wireless,Cable & Wireless,10
1784491,VC,cable_wireless,Cable & Wireless,10
1784492,VC,cable_wireless,Cable & Wireless,10
1784493,VC,cable_wireless,Cable & Wireless,10
1784494,VC,cable_wireless,Cable & Wireless,10
1784495,VC,cable_wireless,Cable & Wireless,10
1784526,VC,digicel,Digicel,10
1784527,VC,digicel,Digicel,10
1784528,VC,digicel,Digicel,10
1784529,VC,digicel,Digicel,10
1784530,VC,digicel,Digicel,10
1784531,VC,digicel,Digicel,10
1784532,VC,digicel,Digicel,10
1784533,VC,digicel,Digicel,10
1784534,VC,digicel,Digicel,10
1784720,VC,digicel,Digicel,10
1787203,PR,claro,Claro,10
1787210,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787212,PR,claro,Claro,10
1787213,PR,claro,Claro,10
1787214,PR,claro,Claro,10
1787215,PR,claro,Claro,10
1787216,PR,claro,Claro,10
1787217,PR,claro,Claro,10
1787218,PR,claro,Claro,10
1787219,PR,claro,Claro,10
1787220,PR,centennial,CENTENNIAL,10
1787221,PR,centennial,CENTENNIAL,10
1787222,PR,centennial,CENTENNIAL,10
1787223,PR,centennial,CENTENNIAL,10
1787224,PR,centennial,CENTENNIAL,10
1787225,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787226,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787227,PR,centennial,CENTENNIAL,10
1787229,PR,centennial,CENTENNIAL,10
1787253,PR,claro,Claro,10
1787254,PR,claro,Claro,10
1787255,PR,claro,Claro,10
1787256,PR,claro,Claro,10
1787257,PR,claro,Claro,10
1787258,PR,claro,Claro,10
1787259,PR,claro,Claro,10
1787260,PR,claro,Claro,10
1787291,PR,centennial,CENTENNIAL,10
1787299,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787300,PR,centennial,CENTENNIAL,10
1787310,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787312,PR,claro,Claro,10
1787313,PR,claro,Claro,10
1787314,PR,claro,Claro,10
1787315,PR,claro,Claro,10
1787316,PR,claro,Claro,10
1787317,PR,claro,Claro,10
1787318,PR,claro,Claro,10
17873191,PR,claro,Claro,10
17873192,PR,claro,Claro,10
17873193,PR,claro,Claro,10
17873194,PR,claro,Claro,10
17873195,PR,claro,Claro,10
17873196,PR,claro,Claro,10
17873197,PR,claro,Claro,10
17873198,PR,claro,Claro,10
17873199,PR,claro,Claro,10
1787341,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787344,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787346,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787355,PR,centennial,CENTENNIAL,10
1787357,PR,centennial,CENTENNIAL,10
1787359,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787367,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787368,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787369,PR,centennial,CENTENNIAL,10
1787371,PR,claro,Claro,10
1787372,PR,claro,Claro,10
1787374,PR,claro,Claro,10
1787375,PR,claro,Claro,10
1787376,PR,claro,Claro,10
1787380,PR,claro,Claro,10
1787381,PR,claro,Claro,10
1787382,PR,claro,Claro,10
1787383,PR,claro,Claro,10
1787384,PR,claro,Claro,10
1787385,PR,claro,Claro,10
1787389,PR,claro,Claro,10
1787390,PR,claro,Claro,10
1787391,PR,claro,Claro,10
1787392,PR,claro,Claro,10
1787400,PR,centennial,CENTENNIAL,10
1787410,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787434,PR,centennial,CENTENNIAL,10
1787447,PR,centennial,CENTENNIAL,10
1787448,PR,centennial,CENTENNIAL,10
1787449,PR,centennial,CENTENNIAL,10
1787450,PR,claro,Claro,10
1787453,PR,claro,Claro,10
1787454,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787458,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787459,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787460,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787462,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787463,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787465,PR,centennial,CENTENNIAL,10
1787466,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787471,PR,centennial,CENTENNIAL,10
1787473,PR,centennial,CENTENNIAL,10
1787474,PR,centennial,CENTENNIAL,10
1787478,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787479,PR,centennial,CENTENNIAL,10
1787481,PR,claro,Claro,10
1787484,PR,claro,Claro,10
1787485,PR,claro,Claro,10
1787486,PR,claro,Claro,10
1787487,PR,claro,Claro,10
1787513,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787514,PR,claro,Claro,10
1787515,PR,claro,Claro,10
1787516,PR,claro,Claro,10
1787517,PR,claro,Claro,10
1787518,PR,claro,Claro,10
1787519,PR,claro,Claro,10
1787520,PR,centennial,CENTENNIAL,10
1787521,PR,centennial,CENTENNIAL,10
1787522,PR,centennial,CENTENNIAL,10
1787523,PR,centennial,CENTENNIAL,10
1787528,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787534,PR,centennial,CENTENNIAL,10
1787535,PR,centennial,CENTENNIAL,10
1787537,PR,centennial,CENTENNIAL,10
1787544,PR,centennial,CENTENNIAL,10
1787545,PR,centennial,CENTENNIAL,10
1787546,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787551,PR,centennial,CENTENNIAL,10
1787553,PR,claro,Claro,10
1787561,PR,centennial,CENTENNIAL,10
1787563,PR,centennial,CENTENNIAL,10
1787568,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787569,PR,centennial,CENTENNIAL,10
1787579,PR,claro,Claro,10
1787580,PR,centennial,CENTENNIAL,10
1787585,PR,centennial,CENTENNIAL,10
1787588,PR,centennial,CENTENNIAL,10
1787589,PR,centennial,CENTENNIAL,10
1787590,US,ATTUSAFN,ATTUSAFN,
1787595,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787597,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787598,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787601,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787602,PR,centennial,CENTENNIAL,10
1787604,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787605,PR,suncom_wireless_puerto_rico,SunCom Wireless Puerto Rico,10
1787607,PR,centennial,CENTENNIAL,10
